"","pID","issue","direction","stim","didactic","guesscorrect","edu","lad","age","female","button_presses"
"1","TD003","gc","agree",0,0,1,7,2,46,0,14
"3","TD003","gc","disagree",0,0,1,7,2,46,0,21
"5","TD003","hs","agree",0,0,1,7,2,46,0,24
"7","TD003","hs","disagree",0,0,1,7,2,46,0,27
"9","TD003","lm","agree",0,0,1,7,2,46,0,28
"11","TD003","lm","disagree",0,0,1,7,2,46,0,22
"13","TD003","sm","agree",0,0,1,7,2,46,0,31
"15","TD003","sm","disagree",0,0,1,7,2,46,0,26
"17","TD004","aa","agree",0,0,1,4,3,54,0,13
"19","TD004","aa","disagree",0,0,1,4,3,54,0,14
"21","TD004","hs","agree",0,0,1,4,3,54,0,15
"23","TD004","hs","disagree",0,0,1,4,3,54,0,16
"25","TD004","sm","agree",0,0,1,4,3,54,0,15
"27","TD004","sm","disagree",0,0,1,4,3,54,0,14
"29","TD004","uh","agree",0,0,1,4,3,54,0,12
"31","TD004","uh","disagree",0,0,1,4,3,54,0,12
"33","TD005","gc","agree",0,1,1,3,2,31,0,12
"35","TD005","gc","disagree",0,1,1,3,2,31,0,8
"37","TD005","lm","agree",0,1,1,3,2,31,0,10
"39","TD005","lm","disagree",0,1,1,3,2,31,0,6
"41","TD005","pa","agree",0,1,1,3,2,31,0,7
"43","TD005","pa","disagree",0,1,1,3,2,31,0,3
"45","TD005","sm","agree",0,1,1,3,2,31,0,8
"47","TD005","sm","disagree",0,1,1,3,2,31,0,6
"49","TD006","aa","agree",0,1,1,5,1,54,1,15
"51","TD006","aa","disagree",0,1,1,5,1,54,1,16
"53","TD006","pa","agree",0,1,1,5,1,54,1,16
"55","TD006","pa","disagree",0,1,1,5,1,54,1,15
"57","TD006","sm","agree",0,1,1,5,1,54,1,18
"59","TD006","sm","disagree",0,1,1,5,1,54,1,18
"61","TD006","uh","agree",0,1,1,5,1,54,1,13
"63","TD006","uh","disagree",0,1,1,5,1,54,1,15
"65","TD007","gc","agree",0,1,0,1,3,55,0,17
"67","TD007","gc","disagree",0,1,0,1,3,55,0,14
"69","TD007","hs","agree",0,1,0,1,3,55,0,18
"71","TD007","hs","disagree",0,1,0,1,3,55,0,19
"73","TD007","sm","agree",0,1,0,1,3,55,0,24
"75","TD007","sm","disagree",0,1,0,1,3,55,0,24
"77","TD007","uh","agree",0,1,0,1,3,55,0,21
"79","TD007","uh","disagree",0,1,0,1,3,55,0,17
"85","TD008","sm","agree",0,0,1,5,1,30,0,14
"87","TD008","sm","disagree",0,0,1,5,1,30,0,13
"89","TD009","aa","agree",0,0,1,7,2,42,0,12
"91","TD009","aa","disagree",0,0,1,7,2,42,0,14
"93","TD009","gc","agree",0,0,1,7,2,42,0,9
"95","TD009","gc","disagree",0,0,1,7,2,42,0,12
"97","TD009","he","agree",0,0,1,7,2,42,0,10
"99","TD009","he","disagree",0,0,1,7,2,42,0,17
"101","TD009","sm","agree",0,0,1,7,2,42,0,13
"103","TD009","sm","disagree",0,0,1,7,2,42,0,17
"105","TD010","aa","agree",0,1,1,1,4,66,0,9
"107","TD010","aa","disagree",0,1,1,1,4,66,0,8
"109","TD010","gc","agree",0,1,1,1,4,66,0,8
"111","TD010","gc","disagree",0,1,1,1,4,66,0,8
"113","TD010","he","agree",0,1,1,1,4,66,0,12
"115","TD010","he","disagree",0,1,1,1,4,66,0,11
"117","TD010","sm","agree",0,1,1,1,4,66,0,10
"119","TD010","sm","disagree",0,1,1,1,4,66,0,13
"121","TD011","hs","agree",0,1,0,1,3,42,0,23
"123","TD011","hs","disagree",0,1,0,1,3,42,0,17
"125","TD011","lm","agree",0,1,0,1,3,42,0,18
"127","TD011","lm","disagree",0,1,0,1,3,42,0,19
"129","TD011","sm","agree",0,1,0,1,3,42,0,19
"131","TD011","sm","disagree",0,1,0,1,3,42,0,20
"133","TD011","uh","agree",0,1,0,1,3,42,0,19
"135","TD011","uh","disagree",0,1,0,1,3,42,0,16
"137","TD012","aa","agree",0,1,1,7,1,30,1,8
"139","TD012","aa","disagree",0,1,1,7,1,30,1,11
"141","TD012","pa","agree",0,1,1,7,1,30,1,11
"143","TD012","pa","disagree",0,1,1,7,1,30,1,13
"145","TD012","sm","agree",0,1,1,7,1,30,1,12
"147","TD012","sm","disagree",0,1,1,7,1,30,1,12
"149","TD012","uh","agree",0,1,1,7,1,30,1,10
"151","TD012","uh","disagree",0,1,1,7,1,30,1,9
"153","TD013","aa","agree",0,0,1,3,3,19,0,18
"155","TD013","aa","disagree",0,0,1,3,3,19,0,20
"157","TD013","gc","agree",0,0,1,3,3,19,0,18
"159","TD013","gc","disagree",0,0,1,3,3,19,0,14
"161","TD013","he","agree",0,0,1,3,3,19,0,19
"163","TD013","he","disagree",0,0,1,3,3,19,0,13
"165","TD013","sm","agree",0,0,1,3,3,19,0,19
"167","TD013","sm","disagree",0,0,1,3,3,19,0,20
"169","TD014","gc","agree",0,0,1,4,2,21,1,13
"171","TD014","gc","disagree",0,0,1,4,2,21,1,8
"173","TD014","lm","agree",0,0,1,4,2,21,1,10
"175","TD014","lm","disagree",0,0,1,4,2,21,1,7
"177","TD014","pa","agree",0,0,1,4,2,21,1,12
"179","TD014","pa","disagree",0,0,1,4,2,21,1,11
"181","TD014","sm","agree",0,0,1,4,2,21,1,9
"183","TD014","sm","disagree",0,0,1,4,2,21,1,9
"185","TD015","gc","agree",0,0,1,5,1,41,0,7
"187","TD015","gc","disagree",0,0,1,5,1,41,0,6
"189","TD015","hs","agree",0,0,1,5,1,41,0,8
"191","TD015","hs","disagree",0,0,1,5,1,41,0,5
"193","TD015","sm","agree",0,0,1,5,1,41,0,9
"195","TD015","sm","disagree",0,0,1,5,1,41,0,5
"197","TD015","uh","agree",0,0,1,5,1,41,0,5
"199","TD015","uh","disagree",0,0,1,5,1,41,0,5
"201","TD016","aa","agree",0,1,1,4,1,18,0,10
"203","TD016","aa","disagree",0,1,1,4,1,18,0,11
"205","TD016","he","agree",0,1,1,4,1,18,0,10
"207","TD016","he","disagree",0,1,1,4,1,18,0,12
"209","TD016","lm","agree",0,1,1,4,1,18,0,10
"211","TD016","lm","disagree",0,1,1,4,1,18,0,9
"213","TD016","sm","agree",0,1,1,4,1,18,0,13
"215","TD016","sm","disagree",0,1,1,4,1,18,0,14
"217","TD017","hs","agree",0,0,1,3,4,18,1,11
"219","TD017","hs","disagree",0,0,1,3,4,18,1,11
"221","TD017","lm","agree",0,0,1,3,4,18,1,11
"223","TD017","lm","disagree",0,0,1,3,4,18,1,11
"225","TD017","sm","agree",0,0,1,3,4,18,1,15
"227","TD017","sm","disagree",0,0,1,3,4,18,1,11
"229","TD017","uh","agree",0,0,1,3,4,18,1,11
"231","TD017","uh","disagree",0,0,1,3,4,18,1,9
"233","TD018","aa","agree",0,1,1,3,4,49,0,14
"235","TD018","aa","disagree",0,1,1,3,4,49,0,10
"237","TD018","lm","agree",0,1,1,3,4,49,0,13
"239","TD018","lm","disagree",0,1,1,3,4,49,0,12
"241","TD018","pa","agree",0,1,1,3,4,49,0,15
"243","TD018","pa","disagree",0,1,1,3,4,49,0,10
"245","TD018","sm","agree",0,1,1,3,4,49,0,11
"247","TD018","sm","disagree",0,1,1,3,4,49,0,11
"249","TD019","aa","agree",0,0,1,3,2,50,0,6
"251","TD019","aa","disagree",0,0,1,3,2,50,0,6
"253","TD019","hs","agree",0,0,1,3,2,50,0,4
"255","TD019","hs","disagree",0,0,1,3,2,50,0,5
"257","TD019","sm","agree",0,0,1,3,2,50,0,5
"259","TD019","sm","disagree",0,0,1,3,2,50,0,5
"261","TD019","uh","agree",0,0,1,3,2,50,0,6
"263","TD019","uh","disagree",0,0,1,3,2,50,0,5
"265","TD020","aa","agree",0,0,1,5,3,24,0,7
"267","TD020","aa","disagree",0,0,1,5,3,24,0,4
"269","TD020","gc","agree",0,0,1,5,3,24,0,10
"271","TD020","gc","disagree",0,0,1,5,3,24,0,7
"273","TD020","he","agree",0,0,1,5,3,24,0,9
"275","TD020","he","disagree",0,0,1,5,3,24,0,9
"277","TD020","sm","agree",0,0,1,5,3,24,0,7
"279","TD020","sm","disagree",0,0,1,5,3,24,0,8
"281","TD021","gc","agree",0,1,1,1,5,52,0,4
"283","TD021","gc","disagree",0,1,1,1,5,52,0,4
"285","TD021","he","agree",0,1,1,1,5,52,0,4
"287","TD021","he","disagree",0,1,1,1,5,52,0,3
"289","TD021","lm","agree",0,1,1,1,5,52,0,5
"291","TD021","lm","disagree",0,1,1,1,5,52,0,2
"293","TD021","sm","agree",0,1,1,1,5,52,0,4
"295","TD021","sm","disagree",0,1,1,1,5,52,0,4
"297","TD022","aa","agree",0,1,0,1,5,41,1,5
"299","TD022","aa","disagree",0,1,0,1,5,41,1,4
"301","TD022","gc","agree",0,1,0,1,5,41,1,7
"303","TD022","gc","disagree",0,1,0,1,5,41,1,6
"305","TD022","pa","agree",0,1,0,1,5,41,1,7
"307","TD022","pa","disagree",0,1,0,1,5,41,1,4
"309","TD022","sm","agree",0,1,0,1,5,41,1,5
"311","TD022","sm","disagree",0,1,0,1,5,41,1,4
"313","TD023","aa","agree",0,1,1,3,3,20,0,7
"315","TD023","aa","disagree",0,1,1,3,3,20,0,7
"317","TD023","he","agree",0,1,1,3,3,20,0,8
"319","TD023","he","disagree",0,1,1,3,3,20,0,7
"321","TD023","lm","agree",0,1,1,3,3,20,0,13
"323","TD023","lm","disagree",0,1,1,3,3,20,0,7
"325","TD023","sm","agree",0,1,1,3,3,20,0,9
"327","TD023","sm","disagree",0,1,1,3,3,20,0,6
"329","TD024","he","agree",0,0,1,4,2,23,0,7
"331","TD024","he","disagree",0,0,1,4,2,23,0,7
"333","TD024","lm","agree",0,0,1,4,2,23,0,4
"335","TD024","lm","disagree",0,0,1,4,2,23,0,2
"337","TD024","sm","agree",0,0,1,4,2,23,0,6
"339","TD024","sm","disagree",0,0,1,4,2,23,0,5
"341","TD024","uh","agree",0,0,1,4,2,23,0,6
"343","TD024","uh","disagree",0,0,1,4,2,23,0,2
"345","TD025","aa","agree",0,0,1,4,2,22,0,14
"347","TD025","aa","disagree",0,0,1,4,2,22,0,11
"349","TD025","he","agree",0,0,1,4,2,22,0,10
"351","TD025","he","disagree",0,0,1,4,2,22,0,11
"353","TD025","lm","agree",0,0,1,4,2,22,0,13
"355","TD025","lm","disagree",0,0,1,4,2,22,0,12
"357","TD025","sm","agree",0,0,1,4,2,22,0,13
"359","TD025","sm","disagree",0,0,1,4,2,22,0,6
"361","TD026","aa","agree",0,1,1,1,1,19,1,8
"363","TD026","aa","disagree",0,1,1,1,1,19,1,7
"365","TD026","he","agree",0,1,1,1,1,19,1,10
"367","TD026","he","disagree",0,1,1,1,1,19,1,13
"369","TD026","sm","agree",0,1,1,1,1,19,1,10
"371","TD026","sm","disagree",0,1,1,1,1,19,1,11
"373","TD026","uh","agree",0,1,1,1,1,19,1,12
"375","TD026","uh","disagree",0,1,1,1,1,19,1,12
"377","TD027","aa","agree",0,1,1,5,4,44,0,5
"379","TD027","aa","disagree",0,1,1,5,4,44,0,7
"381","TD027","gc","agree",0,1,1,5,4,44,0,7
"383","TD027","gc","disagree",0,1,1,5,4,44,0,6
"385","TD027","hs","agree",0,1,1,5,4,44,0,6
"387","TD027","hs","disagree",0,1,1,5,4,44,0,10
"389","TD027","sm","agree",0,1,1,5,4,44,0,7
"391","TD027","sm","disagree",0,1,1,5,4,44,0,9
"393","TD028","gc","agree",0,0,1,1,5,19,1,19
"395","TD028","gc","disagree",0,0,1,1,5,19,1,18
"397","TD028","lm","agree",0,0,1,1,5,19,1,20
"399","TD028","lm","disagree",0,0,1,1,5,19,1,22
"401","TD028","sm","agree",0,0,1,1,5,19,1,27
"403","TD028","sm","disagree",0,0,1,1,5,19,1,21
"405","TD028","uh","agree",0,0,1,1,5,19,1,21
"407","TD028","uh","disagree",0,0,1,1,5,19,1,19
"409","TD029","hs","agree",0,1,1,1,2,29,1,8
"411","TD029","hs","disagree",0,1,1,1,2,29,1,6
"413","TD029","lm","agree",0,1,1,1,2,29,1,14
"415","TD029","lm","disagree",0,1,1,1,2,29,1,13
"417","TD029","sm","agree",0,1,1,1,2,29,1,7
"419","TD029","sm","disagree",0,1,1,1,2,29,1,7
"421","TD029","uh","agree",0,1,1,1,2,29,1,5
"423","TD029","uh","disagree",0,1,1,1,2,29,1,8
"425","TD030","hs","agree",0,0,0,1,4,54,0,9
"427","TD030","hs","disagree",0,0,0,1,4,54,0,4
"429","TD030","lm","agree",0,0,0,1,4,54,0,5
"431","TD030","lm","disagree",0,0,0,1,4,54,0,8
"433","TD030","sm","agree",0,0,0,1,4,54,0,7
"435","TD030","sm","disagree",0,0,0,1,4,54,0,15
"437","TD030","uh","agree",0,0,0,1,4,54,0,4
"439","TD030","uh","disagree",0,0,0,1,4,54,0,17
"441","TD031","he","agree",0,1,1,3,4,19,0,14
"443","TD031","he","disagree",0,1,1,3,4,19,0,15
"445","TD031","lm","agree",0,1,1,3,4,19,0,11
"447","TD031","lm","disagree",0,1,1,3,4,19,0,13
"449","TD031","sm","agree",0,1,1,3,4,19,0,13
"451","TD031","sm","disagree",0,1,1,3,4,19,0,7
"453","TD032","he","agree",0,0,0,1,1,69,0,13
"454","TD032","he","disagree",0,0,0,1,1,69,0,12
"455","TD032","sm","agree",0,0,0,1,1,69,0,13
"456","TD032","sm","disagree",0,0,0,1,1,69,0,12
"457","TD033","lm","agree",0,1,0,1,3,61,0,10
"459","TD033","lm","disagree",0,1,0,1,3,61,0,11
"461","TD033","pa","agree",0,1,0,1,3,61,0,12
"463","TD033","pa","disagree",0,1,0,1,3,61,0,10
"465","TD033","sm","agree",0,1,0,1,3,61,0,9
"467","TD033","sm","disagree",0,1,0,1,3,61,0,11
"469","TD033","uh","agree",0,1,0,1,3,61,0,9
"471","TD033","uh","disagree",0,1,0,1,3,61,0,6
"473","TD034","gc","agree",0,1,1,4,3,56,0,8
"475","TD034","gc","disagree",0,1,1,4,3,56,0,7
"477","TD034","lm","agree",0,1,1,4,3,56,0,6
"479","TD034","lm","disagree",0,1,1,4,3,56,0,7
"481","TD034","pa","agree",0,1,1,4,3,56,0,10
"483","TD034","pa","disagree",0,1,1,4,3,56,0,6
"485","TD034","sm","agree",0,1,1,4,3,56,0,9
"487","TD034","sm","disagree",0,1,1,4,3,56,0,7
"489","TD035","lm","agree",0,1,1,1,2,55,0,12
"491","TD035","lm","disagree",0,1,1,1,2,55,0,13
"493","TD035","pa","agree",0,1,1,1,2,55,0,18
"495","TD035","pa","disagree",0,1,1,1,2,55,0,15
"497","TD035","sm","agree",0,1,1,1,2,55,0,16
"499","TD035","sm","disagree",0,1,1,1,2,55,0,14
"501","TD036","gc","agree",0,0,1,1,1,52,0,17
"503","TD036","gc","disagree",0,0,1,1,1,52,0,14
"505","TD036","he","agree",0,0,1,1,1,52,0,14
"507","TD036","he","disagree",0,0,1,1,1,52,0,16
"509","TD036","lm","agree",0,0,1,1,1,52,0,15
"511","TD036","lm","disagree",0,0,1,1,1,52,0,15
"513","TD036","sm","agree",0,0,1,1,1,52,0,13
"515","TD036","sm","disagree",0,0,1,1,1,52,0,14
"517","TD037","aa","agree",0,0,1,1,2,50,0,6
"519","TD037","aa","disagree",0,0,1,1,2,50,0,6
"521","TD037","gc","agree",0,0,1,1,2,50,0,7
"523","TD037","gc","disagree",0,0,1,1,2,50,0,8
"525","TD037","hs","agree",0,0,1,1,2,50,0,8
"527","TD037","hs","disagree",0,0,1,1,2,50,0,4
"529","TD037","sm","agree",0,0,1,1,2,50,0,8
"531","TD037","sm","disagree",0,0,1,1,2,50,0,8
"533","TD038","gc","agree",0,0,1,1,1,55,0,14
"534","TD038","gc","disagree",0,0,1,1,1,55,0,34
"535","TD038","he","agree",0,0,1,1,1,55,0,27
"536","TD038","he","disagree",0,0,1,1,1,55,0,20
"537","TD038","lm","agree",0,0,1,1,1,55,0,17
"539","TD038","lm","disagree",0,0,1,1,1,55,0,16
"541","TD038","sm","agree",0,0,1,1,1,55,0,26
"543","TD038","sm","disagree",0,0,1,1,1,55,0,19
"545","TD039","aa","agree",0,0,1,7,2,63,0,27
"547","TD039","aa","disagree",0,0,1,7,2,63,0,21
"549","TD039","he","agree",0,0,1,7,2,63,0,29
"551","TD039","he","disagree",0,0,1,7,2,63,0,19
"553","TD039","lm","agree",0,0,1,7,2,63,0,32
"555","TD039","lm","disagree",0,0,1,7,2,63,0,12
"557","TD039","sm","agree",0,0,1,7,2,63,0,19
"559","TD039","sm","disagree",0,0,1,7,2,63,0,9
"561","TD040","gc","agree",0,0,1,5,1,25,1,16
"563","TD040","gc","disagree",0,0,1,5,1,25,1,16
"565","TD040","hs","agree",0,0,1,5,1,25,1,14
"567","TD040","hs","disagree",0,0,1,5,1,25,1,15
"569","TD040","sm","agree",0,0,1,5,1,25,1,15
"571","TD040","sm","disagree",0,0,1,5,1,25,1,13
"573","TD040","uh","agree",0,0,1,5,1,25,1,15
"575","TD040","uh","disagree",0,0,1,5,1,25,1,17
"577","TD041","aa","agree",0,1,1,5,2,55,0,25
"579","TD041","aa","disagree",0,1,1,5,2,55,0,18
"581","TD041","gc","agree",0,1,1,5,2,55,0,23
"583","TD041","gc","disagree",0,1,1,5,2,55,0,20
"585","TD041","sm","agree",0,1,1,5,2,55,0,20
"587","TD041","sm","disagree",0,1,1,5,2,55,0,21
"597","TD044","aa","agree",0,0,1,1,2,23,0,3
"599","TD044","aa","disagree",0,0,1,1,2,23,0,3
"601","TD044","hs","agree",0,0,1,1,2,23,0,8
"603","TD044","hs","disagree",0,0,1,1,2,23,0,6
"605","TD044","lm","agree",0,0,1,1,2,23,0,7
"607","TD044","lm","disagree",0,0,1,1,2,23,0,4
"609","TD044","sm","agree",0,0,1,1,2,23,0,4
"611","TD044","sm","disagree",0,0,1,1,2,23,0,5
"613","TD045","gc","agree",0,0,0,3,1,26,1,11
"615","TD045","gc","disagree",0,0,0,3,1,26,1,10
"617","TD045","lm","agree",0,0,0,3,1,26,1,11
"619","TD045","lm","disagree",0,0,0,3,1,26,1,9
"621","TD045","pa","agree",0,0,0,3,1,26,1,18
"623","TD045","pa","disagree",0,0,0,3,1,26,1,10
"625","TD045","sm","agree",0,0,0,3,1,26,1,15
"627","TD045","sm","disagree",0,0,0,3,1,26,1,8
"629","TD046","gc","agree",0,1,0,1,2,35,0,11
"631","TD046","gc","disagree",0,1,0,1,2,35,0,11
"633","TD046","hs","agree",0,1,0,1,2,35,0,12
"635","TD046","hs","disagree",0,1,0,1,2,35,0,12
"637","TD046","sm","agree",0,1,0,1,2,35,0,32
"639","TD046","sm","disagree",0,1,0,1,2,35,0,24
"641","TD047","gc","agree",0,1,1,5,3,24,1,20
"643","TD047","gc","disagree",0,1,1,5,3,24,1,17
"645","TD047","he","agree",0,1,1,5,3,24,1,21
"647","TD047","he","disagree",0,1,1,5,3,24,1,21
"649","TD047","lm","agree",0,1,1,5,3,24,1,18
"651","TD047","lm","disagree",0,1,1,5,3,24,1,17
"653","TD047","sm","agree",0,1,1,5,3,24,1,20
"655","TD047","sm","disagree",0,1,1,5,3,24,1,20
"657","TD048","aa","agree",0,1,0,5,2,25,0,12
"659","TD048","aa","disagree",0,1,0,5,2,25,0,9
"661","TD048","gc","agree",0,1,0,5,2,25,0,12
"663","TD048","gc","disagree",0,1,0,5,2,25,0,9
"665","TD048","pa","agree",0,1,0,5,2,25,0,13
"667","TD048","pa","disagree",0,1,0,5,2,25,0,5
"669","TD048","sm","agree",0,1,0,5,2,25,0,8
"671","TD048","sm","disagree",0,1,0,5,2,25,0,5
"673","TD049","aa","agree",0,0,1,1,4,42,0,4
"675","TD049","aa","disagree",0,0,1,1,4,42,0,4
"677","TD049","gc","agree",0,0,1,1,4,42,0,4
"679","TD049","gc","disagree",0,0,1,1,4,42,0,4
"681","TD049","pa","agree",0,0,1,1,4,42,0,4
"683","TD049","pa","disagree",0,0,1,1,4,42,0,4
"685","TD049","sm","agree",0,0,1,1,4,42,0,4
"687","TD049","sm","disagree",0,0,1,1,4,42,0,4
"689","TD050","gc","agree",0,0,1,1,2,21,0,12
"691","TD050","gc","disagree",0,0,1,1,2,21,0,15
"693","TD050","hs","agree",0,0,1,1,2,21,0,14
"695","TD050","hs","disagree",0,0,1,1,2,21,0,14
"697","TD050","lm","agree",0,0,1,1,2,21,0,16
"699","TD050","lm","disagree",0,0,1,1,2,21,0,14
"701","TD050","sm","agree",0,0,1,1,2,21,0,18
"703","TD050","sm","disagree",0,0,1,1,2,21,0,12
"707","TD051","lm","agree",0,1,1,1,4,30,0,8
"709","TD051","lm","disagree",0,1,1,1,4,30,0,8
"713","TD051","sm","agree",0,1,1,1,4,30,0,5
"715","TD051","sm","disagree",0,1,1,1,4,30,0,8
"717","TD052","aa","agree",0,1,1,3,3,37,0,13
"719","TD052","aa","disagree",0,1,1,3,3,37,0,20
"721","TD052","gc","agree",0,1,1,3,3,37,0,16
"723","TD052","gc","disagree",0,1,1,3,3,37,0,25
"725","TD052","hs","agree",0,1,1,3,3,37,0,8
